Unnamed: 0,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,neighborhood_id,rent_price,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,built_usable_diff
21081,"Acacias, Madrid",106.0,89.71764540205605,2,2.0,5,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1323,350000,3302,apartment,0,0,1977.0,1,0,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
21082,"Palos de Moguer, Madrid",86.0,54.830769230769235,2,2.0,8,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1894,599000,6965,penthouse,0,0,2007.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,0,27000.0,0,0,1,0,
21083,"Acacias, Madrid",150.0,133.71764540205606,4,2.0,4,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1959,627000,4180,apartment,0,0,1970.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,1,0,
21084,"Imperial, Madrid",49.0,32.71764540205605,1,1.0,3,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1238,315000,6429,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,A,1,1,0.0,1,1,1,1,
21085,"Acacias, Madrid",107.0,91.0,3,2.0,4,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1699,514000,4804,apartment,0,0,1974.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,16.0
21086,"Imperial, Madrid",117.0,100.71764540205605,3,2.0,2,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,2005,647000,5530,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,A,1,1,0.0,1,1,1,1,
21087,"Arganzuela, Madrid",187.0,173.0,5,2.0,1,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1551,449000,2401,apartment,1,0,1948.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,14.0
21088,"Arganzuela, Madrid",91.0,74.71764540205605,2,2.0,1,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1545,446500,4907,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,
21089,"Imperial, Madrid",30.0,13.71764540205605,1,1.0,0,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,747,150800,5027,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,
21090,"Acacias, Madrid",82.0,65.71764540205605,2,1.0,3,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1370,370000,4512,apartment,0,0,1930.0,0,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,0,0,0,1,
21091,"Palos de Moguer, Madrid",56.0,39.71764540205605,2,1.0,6,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1238,315000,5625,apartment,0,0,1970.0,1,0,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
21092,"Palos de Moguer, Madrid",64.0,47.71764540205605,1,1.0,4,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1035,239000,3734,apartment,1,0,1978.0,1,0,1,1,1,0,1,1,1,1,1,1,1,E,0,1,,0,1,0,0,
21093,"Delicias, Madrid",165.0,148.71764540205606,3,2.0,0,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,2081,680000,4121,apartment,0,0,2014.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,0,1,
21094,"Legazpi, Madrid",128.0,111.71764540205605,3,2.0,1,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,2070,675000,5273,apartment,0,0,2006.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,0,1,
21095,"Legazpi, Madrid",47.0,30.71764540205605,1,1.0,4,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1187,295000,6277,apartment,0,0,2005.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,0,1,
21096,"Imperial, Madrid",48.0,31.71764540205605,1,1.0,1,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1009,230000,4792,apartment,0,0,1930.0,1,1,1,1,0,0,1,1,1,1,1,1,1,E,0,1,,0,1,0,0,
21097,"Chopera, Madrid",102.0,85.71764540205605,3,2.0,1,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1346,360000,3529,apartment,0,0,1967.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,0,0,0,
21098,"Legazpi, Madrid",156.0,132.0,4,3.0,1,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1897,600000,3846,apartment,0,0,2005.0,0,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,0.0,0,1,0,0,24.0
21099,"Delicias, Madrid",90.0,73.71764540205605,3,1.0,7,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1388,378000,4200,apartment,1,0,1955.0,1,0,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,0,1,0,0,
21100,"Palos de Moguer, Madrid",38.0,21.71764540205605,1,1.0,0,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,891,192000,5053,apartment,0,0,1929.0,0,1,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,1,0,0,0,
21101,"Legazpi, Madrid",45.0,28.71764540205605,1,1.0,1,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1161,285000,6333,apartment,0,0,2005.0,1,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,
21102,"Chopera, Madrid",111.0,89.0,4,2.0,5,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1370,370000,3333,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,1,1,0.0,1,1,1,1,22.0
21103,"Chopera, Madrid",107.0,90.71764540205605,4,2.0,3,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1437,399000,3729,apartment,0,0,1975.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,0,7000.0,1,0,0,0,
21104,"Delicias, Madrid",126.0,85.0,3,3.0,0,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1496,425000,3373,duplex,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,1,1,0.0,1,1,1,1,41.0
21105,"Legazpi, Madrid",131.0,74.0,2,2.0,4,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1564,455000,3473,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,1,1,0.0,1,1,1,1,57.0
21106,"Legazpi, Madrid",123.0,115.0,3,2.0,2,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1530,440000,3577,apartment,0,0,1980.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,8.0
21107,"Chopera, Madrid",94.0,77.71764540205605,3,1.0,6,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1437,399000,4245,apartment,1,0,1966.0,1,0,1,1,1,1,1,1,1,1,1,1,1,no indicado,0,1,,0,0,0,1,
21108,"Villaverde, Madrid",55.0,38.71764540205605,2,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,442,79000,1436,apartment,0,0,1964.0,1,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
21109,"San Andrés, Madrid",114.0,103.0,4,2.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1086,257000,2254,apartment,0,1,1985.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,0,11.0
21110,"Villaverde, Madrid",79.0,62.71764540205605,3,2.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,917,199990,2532,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
21111,"San Cristóbal, Madrid",70.0,59.0,3,1.0,3,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,625,120000,1714,apartment,0,1,1970.0,1,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,11.0
21112,"Villaverde, Madrid",73.0,56.71764540205605,3,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,795,164000,2247,apartment,0,0,1977.0,1,1,1,1,0,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,
21113,"Los Rosales, Madrid",264.0,244.0,8,3.0,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,1655,495000,1875,house,0,0,1967.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,0,0,1,20.0
21114,"Villaverde, Madrid",114.0,97.71764540205605,4,2.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1197,299000,2623,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,G,0,1,,1,1,1,1,
21115,"Santa Eugenia, Madrid",128.0,110.0,4,2.0,5,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,1161,285000,2227,apartment,0,1,1988.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,18.0
21116,"Ensanche de Vallecas - La Gavia, Madrid",51.0,34.71764540205605,1,1.0,7,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,686,135000,2647,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,D,1,1,0.0,1,0,0,1,
21117,"Ensanche de Vallecas - La Gavia, Madrid",80.0,63.71764540205605,2,1.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,884,189900,2374,apartment,0,0,2006.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
21118,"Casco Histórico de Vallecas, Madrid",82.0,65.71764540205605,3,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,744,150000,1829,apartment,0,0,1972.0,0,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
21119,"Vicálvaro, Madrid",87.0,70.71764540205605,2,2.0,1,Neighborhood 126: El Cañaveral - Los Berrocales (2271.52 €/m2) - District 19: Vicálvaro,1032,237900,2734,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,A,1,1,0.0,1,1,1,1,
21120,"Ventilla-Almenara, Madrid",104.0,87.71764540205605,3,2.0,2,Neighborhood 116: Ventilla-Almenara (3314.54 €/m2) - District 17: Tetuán,1655,495000,4760,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,1,0,0,
21121,"Cuatro Caminos, Madrid",170.0,153.71764540205606,4,3.0,4,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,2378,825000,4853,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
21122,"Tetuán, Madrid",200.0,183.71764540205606,5,5.0,4,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,452,1350000,6750,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,0,0,1,
21123,"12 de Octubre-Orcasur, Madrid",122.0,70.0,2,1.0,3,Neighborhood 123: 12 de Octubre-Orcasur (1637.13 €/m2) - District 18: Usera,725,145000,1189,apartment,0,0,2006.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,52.0
21124,"San Fermín, Madrid",111.0,94.71764540205605,3,2.0,3,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,1038,239900,2161,apartment,0,0,1999.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,1,0,0,
21125,"Usera, Madrid",136.0,125.0,4,2.0,4,Neighborhood 119: Orcasitas (1931.95 €/m2) - District 18: Usera,777,159000,1169,apartment,0,1,2020.0,1,0,1,1,1,1,1,1,1,1,1,1,1,no indicado,0,1,,1,1,1,1,11.0
21126,"Almendrales, Madrid",100.0,80.0,4,1.0,5,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,811,168470,1685,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,0,1,,1,1,1,1,20.0
21127,"Orcasitas, Madrid",107.0,90.71764540205605,3,2.0,9,Neighborhood 119: Orcasitas (1931.95 €/m2) - District 18: Usera,758,154000,1439,apartment,1,0,1978.0,0,1,1,1,1,1,1,1,1,1,1,1,1,G,0,1,,1,1,1,1,
21128,"Orcasitas, Madrid",90.0,1.0,1,1.0,0,Neighborhood 119: Orcasitas (1931.95 €/m2) - District 18: Usera,1131,273600,3040,duplex,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,1,0,1,89.0
21129,"Almendrales, Madrid",102.0,75.0,2,2.0,1,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,1087,257500,2525,apartment,0,0,2005.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,27.0
21130,"Moscardó, Madrid",49.0,32.71764540205605,2,1.0,0,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,604,115000,2347,apartment,1,0,1977.0,1,1,1,1,0,1,1,1,1,1,1,1,1,F,0,1,,1,1,1,1,
21131,"Moscardó, Madrid",90.0,70.0,4,3.0,4,Neighborhood 118: Moscardó (2284.48 €/m2) - District 18: Usera,1200,299990,3333,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,20.0
21132,"San Fermín, Madrid",93.0,76.71764540205605,3,1.0,9,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,625,120000,1290,apartment,0,0,1984.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
21133,"Valdeacederas, Madrid",90.0,67.0,2,2.0,2,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,1225,310000,3444,duplex,0,0,1999.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,0,0,0,23.0
21134,"Retiro, Madrid",99.0,82.71764540205605,2,2.0,1,Neighborhood 95: Pacífico (4105.12 €/m2) - District 14: Retiro,1505,429000,4333,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,0,16000.0,1,1,1,1,
21135,"Retiro, Madrid",426.0,326.0,4,4.0,4,Neighborhood 94: Jerónimos (6739.32 €/m2) - District 14: Retiro,-833784,3800000,8920,apartment,0,0,1911.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,0,0,0,100.0
21136,"Pacífico, Madrid",78.0,68.0,3,1.0,3,Neighborhood 95: Pacífico (4105.12 €/m2) - District 14: Retiro,1299,340000,4359,apartment,0,0,1932.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,0,40000.0,0,1,0,1,10.0
21137,"Jerónimos, Madrid",218.0,201.71764540205606,4,2.0,1,Neighborhood 94: Jerónimos (6739.32 €/m2) - District 14: Retiro,-65933,2300000,10550,apartment,0,0,1930.0,1,0,1,1,1,1,1,1,1,1,1,1,1,F,1,1,0.0,0,0,1,0,
21138,"Retiro, Madrid",181.0,164.71764540205606,4,2.0,1,Neighborhood 93: Ibiza (5492.17 €/m2) - District 14: Retiro,-3649,1550000,8564,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,1,0,0,
21139,"Marroquina, Madrid",92.0,75.71764540205605,3,2.0,1,Neighborhood 82: Marroquina (2928.57 €/m2) - District 12: Moratalaz,1108,265000,2880,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,0,1,
21140,"Horcajo, Madrid",162.0,145.71764540205606,4,3.0,1,Neighborhood 80: Horcajo (None €/m2) - District 12: Moratalaz,1496,425000,2623,apartment,0,0,2001.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,1,0,
21141,"Puente de Vallecas, Madrid",59.0,42.71764540205605,3,1.0,3,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,686,135000,2288,apartment,0,0,1965.0,1,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
21142,"Puente de Vallecas, Madrid",53.0,36.71764540205605,2,1.0,4,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,521,96000,1811,apartment,0,0,1962.0,0,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,
21143,"Palomeras sureste, Madrid",65.0,52.0,3,1.0,3,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,646,125000,1923,apartment,0,0,1962.0,0,1,1,1,0,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,13.0
21144,"San Diego, Madrid",60.0,43.71764540205605,3,1.0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,662,129000,2150,apartment,0,1,2020.0,1,1,1,1,0,1,1,1,1,1,1,1,1,D,0,1,,1,1,1,1,
21145,"San Diego, Madrid",73.0,65.0,3,1.0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,780,160000,2192,apartment,0,0,1965.0,0,1,1,1,1,1,1,1,1,1,1,1,1,D,0,1,,1,1,1,1,8.0
21146,"Palomeras Bajas, Madrid",69.0,64.0,3,1.0,1,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,725,145000,2101,apartment,0,0,1956.0,1,1,1,1,0,0,1,1,1,1,1,1,1,D,0,1,,1,1,1,1,5.0
21147,"Entrevías, Madrid",118.0,94.0,4,2.0,2,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,762,155000,1314,apartment,0,0,1982.0,1,1,1,1,0,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,24.0
21148,"San Diego, Madrid",57.0,50.0,2,1.0,3,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,494,90000,1579,apartment,0,0,1960.0,0,1,1,1,0,0,1,1,1,1,1,1,1,C,0,1,,1,1,1,1,7.0
21149,"Puente de Vallecas, Madrid",63.0,46.71764540205605,2,1.0,1,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,609,116000,1841,apartment,0,0,1965.0,0,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,0,1,,1,0,0,0,
21150,"Puente de Vallecas, Madrid",66.0,49.71764540205605,3,1.0,1,Neighborhood 88: Portazgo (1896.75 €/m2) - District 13: Puente de Vallecas,688,135500,2053,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,G,0,1,,1,1,1,1,
21151,"Puente de Vallecas, Madrid",53.0,36.71764540205605,3,1.0,1,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,564,105500,1991,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,
21152,"Puente de Vallecas, Madrid",72.0,55.71764540205605,3,1.0,0,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,702,139000,1931,apartment,0,0,1965.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
21153,"Puente de Vallecas, Madrid",74.0,57.71764540205605,3,1.0,1,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,690,136000,1838,apartment,0,0,1974.0,1,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,1,0,
21154,"Palomeras Bajas, Madrid",90.0,73.71764540205605,3,2.0,3,Neighborhood 86: Palomeras Bajas (1983.7 €/m2) - District 13: Puente de Vallecas,945,209000,2322,apartment,0,0,1994.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,0,1,0,
21155,"Fontarrón, Madrid",134.0,117.71764540205605,4,2.0,2,Neighborhood 81: Fontarrón (2319.44 €/m2) - District 12: Moratalaz,1335,355000,2649,apartment,0,0,1969.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,0,1,
21156,"Águilas, Madrid",77.0,60.71764540205605,3,2.0,3,Neighborhood 66: Águilas (2110.34 €/m2) - District 10: Latina,1032,238000,3091,apartment,0,0,1995.0,0,1,1,1,1,1,1,1,1,1,1,1,1,D,1,1,0.0,1,0,0,1,
21157,"Puerta del Ángel, Madrid",67.0,62.0,3,1.0,3,Neighborhood 70: Puerta del Ángel (2443.62 €/m2) - District 10: Latina,1094,260000,3881,apartment,0,0,1971.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,5.0
21158,"Aluche, Madrid",35.0,18.71764540205605,1,1.0,0,Neighborhood 67: Aluche (2190.48 €/m2) - District 10: Latina,289,49000,1400,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
21159,"Lucero, Madrid",104.0,94.0,3,2.0,5,Neighborhood 69: Lucero (2363.25 €/m2) - District 10: Latina,1213,305000,2933,apartment,1,0,1979.0,1,0,1,1,1,1,1,1,1,1,1,1,1,G,0,1,,0,1,0,1,10.0
21160,"Puerta del Ángel, Madrid",40.0,36.0,1,1.0,1,Neighborhood 70: Puerta del Ángel (2443.62 €/m2) - District 10: Latina,621,119000,2975,apartment,0,0,1977.0,0,1,1,1,0,0,1,1,1,1,1,1,1,F,0,1,,1,1,1,1,4.0
21161,"Campamento, Madrid",72.0,58.0,2,1.0,4,Neighborhood 68: Campamento (2275.63 €/m2) - District 10: Latina,694,137000,1903,apartment,1,0,1963.0,1,1,1,1,0,1,1,1,1,1,1,1,1,no indicado,0,1,,1,1,1,1,14.0
21162,"Águilas, Madrid",60.0,55.0,2,1.0,0,Neighborhood 66: Águilas (2110.34 €/m2) - District 10: Latina,682,134000,2233,apartment,0,0,1968.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,5.0
21163,"Latina, Madrid",107.0,90.0,3,1.0,2,Neighborhood 67: Aluche (2190.48 €/m2) - District 10: Latina,1038,239900,2242,apartment,0,0,1971.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,1,0,17.0
21164,"Lucero, Madrid",80.0,75.0,2,1.0,5,Neighborhood 69: Lucero (2363.25 €/m2) - District 10: Latina,881,189000,2362,apartment,1,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,5.0
21165,"Puerta del Ángel, Madrid",90.0,77.0,3,2.0,1,Neighborhood 70: Puerta del Ángel (2443.62 €/m2) - District 10: Latina,1009,230000,2556,apartment,0,0,1960.0,0,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,1,13.0
21166,"Aluche, Madrid",70.0,53.71764540205605,3,1.0,6,Neighborhood 67: Aluche (2190.48 €/m2) - District 10: Latina,809,168000,2400,apartment,1,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,G,0,1,,0,1,1,1,
21167,"Aluche, Madrid",54.0,37.71764540205605,2,1.0,0,Neighborhood 67: Aluche (2190.48 €/m2) - District 10: Latina,666,130000,2407,apartment,1,0,1977.0,1,1,1,1,0,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,
21168,"Puerta del Ángel, Madrid",164.0,147.71764540205606,4,2.0,1,Neighborhood 70: Puerta del Ángel (2443.62 €/m2) - District 10: Latina,1779,549000,3348,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,0,25000.0,1,0,0,0,
21169,"Ciudad Universitaria, Madrid",212.0,180.83076923076922,5,3.0,6,Neighborhood 75: Ciudad Universitaria (3810.08 €/m2) - District 11: Moncloa,2124,699000,3297,penthouse,0,0,1965.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,0,1,
21170,"Moncloa, Madrid",374.0,273.0,4,4.0,0,Neighborhood 72: Aravaca (3600.4 €/m2) - District 11: Moncloa,2515,985000,2634,house,1,0,1981.0,0,1,1,1,1,1,1,1,1,1,1,1,1,C,1,1,0.0,0,0,0,1,101.0
21171,"Moncloa, Madrid",144.0,127.71764540205605,3,3.0,1,Neighborhood 72: Aravaca (3600.4 €/m2) - District 11: Moncloa,2315,790000,5486,apartment,0,0,2001.0,1,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,0,1,1,0,
21172,"Fuencarral, Madrid",262.0,212.11977715877438,6,5.0,0,Neighborhood 53: Peñagrande (3271.96 €/m2) - District 8: Fuencarral,2170,720000,2748,house,0,0,1987.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,1,0,
21173,"Fuencarral, Madrid",682.0,632.1197771587744,5,5.0,0,Neighborhood 56: Mirasierra (3695.5 €/m2) - District 8: Fuencarral,-425334,3300000,4839,house,0,0,2008.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,1,0,
21174,"Fuencarral, Madrid",175.0,158.71764540205606,3,3.0,0,Neighborhood 54: Pilar (3222.22 €/m2) - District 8: Fuencarral,1342,358000,2046,apartment,0,0,1977.0,1,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
21175,"Conde Orgaz-Piovera, Madrid",595.0,560.0,6,5.0,0,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,-8414,1685000,2832,house,0,0,1994.0,0,1,1,1,1,1,1,1,1,1,1,1,1,F,1,1,0.0,0,1,0,1,35.0
21176,"Hortaleza, Madrid",182.0,165.71764540205606,3,3.0,2,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,2517,975000,5357,apartment,0,0,1994.0,0,1,1,1,1,1,1,1,1,1,1,1,1,C,1,1,0.0,0,0,1,1,
21177,"Hortaleza, Madrid",654.0,604.1197771587744,13,9.0,0,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,-24524,1950000,2982,house,1,0,1967.0,0,1,1,1,1,1,1,1,1,1,1,1,1,D,1,1,0.0,0,1,1,0,
